Title,Author,Barcode,"Item number (internal)","Permanent library","Shelving location","Call number","Not for loan","Lost status","Damaged status","Withdrawn status","Inventory number"
"The legend of Pocahontas :","Dougherty, Karla.",10043,10142,1,Biographies,"B POC",,,,,,
"Only One Heart;","Patricia Jean, Sister.",2251,2284,1,"Saints and Holy People","B Pra",,,,,,
"The Infant Jesus of Prague :","Němec, Ludvík.",2368,2402,1,"Saints and Holy People","B Pra",,,,,,
"Padre Pro, Mexican hero.","Royer, Franchón,",10178,10277,1,Biographies,"B PRO",,,,,,
"A picture book of Paul Revere /","Adler, David A.",10041,10140,1,Biographies,"B Rev",,,,,,
"Paul Revere /","Gleiter, Jan,",8803,8887,1,Biographies,"B Rev",,,,,,
"Jackie Robinson","Hanft, Joshua E.",4848,4903,1,Biographies,"B Rob",,,,,,
"Eleanor Roosevelt","McAuley, Karen.",3446,3486,1,Biographies,"[B] Roo",,,,,,
"Teddy Roosevelt, Rough Rider /","Sabin, Louis.",3065,3103,1,Biographies,"B Roo",,,,,,
"Theodore Roosevelt.","Foster, Genevieve,",3064,3102,1,Biographies,"B Roo",,,,,,
"A picture book of Eleanor Roosevelt /","Adler, David A.",8871,8955,1,Biographies,B[Roosevelt],,,,,,
"Saint Rose of Lima","Windeatt, Mary Fabyan,",2241,2274,1,"Saints and Holy People","B Ros",,,,,,
"Saint Rose of Lima","Windeatt, Mary Fabyan,",2595,2631,1,"Saints and Holy People","B Ros",,,,,,
"Saint Rose of Lima","Windeatt, Mary Fabyan,",7511,7585,1,"Saints and Holy People","B Ros",,,,,,
"The Story of Sacajawea, Guide to Lewis and Clark ","Rowland, Della.",6303,6365,1,Biographies,"[B] Sac",,,,,,
"Sacagawea /","Sutcliffe, Jane.",11687,11797,1,Biographies,"B Sac",,,,,,
"Sacagawea /","St. George, Judith,",9863,9961,1,,"B Sacagawe",,,,,,
"A picture book of Sacagawea /","Adler, David A.",7623,7698,1,Biographies,"B SACAGAWEA",,,,,,
"Heroines of God",,2967,3005,1,"Jr. Catholic","B Sai",,,,,,
"Miniature Stories of the Saints",,2462,2498,1,"Saints and Holy People","B Sai",,,,,,
"When Saints Were Young.","Thompson, Blanche Jennings,",2278,2311,1,"Saints and Holy People","B Saint",,,,,,
"When Saints Were Young.","Thompson, Blanche Jennings,",8067,8146,1,"Saints and Holy People","B Saint",,,,,,
"When Saints Were Young.","Thompson, Blanche Jennings,",8082,8161,1,"Saints and Holy People","B Saint",,,,,,
"The other Mozart :","Brewster, Hugh.",10257,10356,1,Biographies,"B Saint-George",,,,,,
"The Secret Soldier :","McGovern, Ann.",2235,2268,1,Biographies,"[B] Sampson",,,,,,
"The Secret Soldier :","McGovern, Ann.",2236,2269,1,Biographies,"[B] Sampson",,,,,,
"The Secret Soldier :","McGovern, Ann.",2238,2271,1,Biographies,"B Sampson",,,,,,
"The Secret Soldier :","McGovern, Ann.",10238,10337,1,Biographies,"B Sampson",,,,,,
"A world explorer: Robert Falcon Scott.","Bristow, Joan.",8032,8110,1,Biographies,"[B] sct",,,,,,
"Apostle of the Ice and Snow;","Betz, Eva (Kelly),",2248,2281,1,"Saints and Holy People","B Seg",,,,,,
"The Mission Bell","Politi, Leo,",2377,2411,1,"Saints and Holy People","B Serra",,,,,,
"Elizabeth Ann Seton; Wife, Mother, Sister, Saint",,2232,2265,1,"Saints and Holy People","B Set",,,,,,
"Elizabeth Ann Seton; Wife, Mother, Sister, Saint",,2233,2266,1,"Saints and Holy People","B Set",,,,,,
"Elizabeth Ann Seton; Wife, Mother, Sister, Saint",,8101,8180,1,"Saints and Holy People","B Set",,,,,,
"Miracles :","Heidish, Marcy.",11209,11317,1,"Saints and Holy People","B Set",,,,,,
"Mother Seton","Power-Waters, Alma,",2231,2264,1,"Saints and Holy People","B Set",,,,,,
"Mother Seton and the Sisters of Charity ","Power-Waters, Alma,",2227,2260,1,"Saints and Holy People","B Set",,,,,,
"Mother Seton and the Sisters of Charity","Power-Waters, Alma.",2228,2261,1,"Saints and Holy People","B Set",,,,,,
"Mother Seton and the Sisters of Charity","Power-Waters, Alma.",2229,2262,1,"Saints and Holy People","B Set",,,,,,
"Mother Seton and the Sisters of Charity","Power-Waters, Alma,",2230,2263,1,"Saints and Holy People","B Set",,,,,,
"Mother Seton and the Sisters of Charity ","Power-Waters, Alma,",2242,2275,1,"Saints and Holy People","B Set",,,,,,
"Mother Seton and the Sisters of Charity ","Power-Waters, Alma,",11203,11311,1,"Saints and Holy People","B Set",,,,,,
"Oh, the places he went :","Weidt, Maryann N.",9994,10092,1,Biographies,"B Seus",,,,,,
"A Story of Saint Simon Stock",,2222,2255,1,"Saints and Holy People","B Sim",,,,,,
"St. Michael and the Angels ",,7219,7284,1,"Saints and Holy People"," [B] St. Michael",,,,,,
"Joseph Stalin /","Hoobler, Dorothy.",3447,3487,1,Biographies,"[B] Sta",,,,,,
"You want women to vote, Lizzie Stanton? /","Fritz, Jean.",7775,7851,1,Biographies,"B stan",,,,,,
"Across America on an emigrant train /","Murphy, Jim,",7643,7718,1,Biographies,"B STEVENSON",,,,,,
"Harriet Beecher Stowe and the Beecher preachers /","Fritz, Jean.",7088,7151,1,Biographies,"B Sto",,,,,,
"Mother Teresa ","Holland, Margaret,",2447,2482,1,"Saints and Holy People","B Ter",,,,,,
"Mother Teresa, Her People and Her Work ","Doig, Desmond.",2225,2258,1,"Saints and Holy People","B Ter",,,,,,
"Mother Teresa, Sister to the Poor ","Giff, Patricia Reilly.",2226,2259,1,"Saints and Holy People","B Ter",,,,,,
"Mother Teresa, Sister to the Poor ","Giff, Patricia Reilly.",2443,2478,1,"Saints and Holy People","B Ter",,,,,,
"Servant of Love :","Le Joly, Edward.",2220,2253,1,"Saints and Holy People","B Ter",,,,,,
"Something Beautiful for God",,2224,2257,1,"Saints and Holy People","B Ter",,,,,,
"Something Beautiful for God :","Muggeridge, Malcolm,",2223,2256,1,"Saints and Holy People","B Ter",,,,,,
"Teresa of Calcutta :","Serrou, Robert.",2348,2382,1,"Saints and Holy People","B Ter",,,,,,
"Teresa of the Poor :","Allegri, Renzo.",2347,2381,1,"Saints and Holy People","B Ter",,,,,,
"The Way of Perfection",,2446,2481,1,"Saints and Holy People","B Ter",,,,,,
"I Fight for Freedom",,2136,2169,1,"Saints and Holy People","B Tha",,,,,,
"Margaret Thatcher /","Garfinkel, Bernard Max,",10011,10109,1,Biographies,"B Tha",,,,,,
"Saint Thérèse of Lisieux /","Harrison, Kathryn.",6117,6176,1,"Catholic Resources","[B] The",,,,,,
"Saint Therese and Her Mission",,2455,2491,1,"Saints and Holy People","B The",,,,,,
"Saint Thérèse and the Roses","Homan, Helen Walker,",2440,2475,1,"Saints and Holy People","B The",,,,,,
"Saint Thérèse and the Roses","Homan, Helen Walker,",2441,2476,1,"Saints and Holy People","B The",,,,,,
"Story of a Soul :","Thérèse,",2450,2486,1,"Saints and Holy People","B The",,,,,,
"The Heart of Saint Thérèse","Combes, André,",2444,2479,1,"Saints and Holy People","B The",,,,,,
"The Little Flower",,2445,2480,1,"Saints and Holy People","B The",,,,,,
"The Little Flower",,9010,9094,1,"Saints and Holy People","B The",,,,,,
"St. Thomas More of London",,2458,2494,1,"Saints and Holy People","B Tho",,,,,,
"St. Thomas More of London",,4992,5049,1,"4th grade classroom","B Tho",,,,,,
"St. Thomas More of London",,10897,11004,1,"Saints and Holy People","B Tho",,,,,,
"The Boy from Cheapside",,2457,2493,1,"Saints and Holy People","B Tho",,,,,,
"Behind the secret window :","Toll, Nelly S.",10241,10340,1,Fiction,"B Tol",,,,,,
"The Trapp family book /","Wilhelm, Hans,",11699,11809,1,Biographies,"B Trap",,,,,,
"""Wanted Dead or Alive"" The True Story of Harriet Tubman",,3039,3077,1,Biographies,"[B] Tub",,,,,,
"A Picture Book of Harriet Tubman","Adler, David A.",3037,3075,1,Biographies,"[B] Tub",,,,,,
"A Picture Book of Harriet Tubman","Adler, David A.",7613,7688,1,Biographies,"[B] Tub",,,,,,
"Freedom Train",,5994,6053,1,"5th grade classroom","[B] Tub",,Missing,,,,
"Freedom Train",,5995,6054,1,"5th grade classroom","[B] Tub",,,,,,
"Freedom Train",,5997,6056,1,"5th grade classroom","[B] Tub",,,,,,
"Freedom Train",,5998,6057,1,"5th grade classroom","[B] Tub",,,,,,
"Freedom Train",,6051,6110,1,"5th grade classroom","[B] Tub",,,,,,
"Freedom Train",,6092,6151,1,"5th grade classroom","[B] Tub",,Missing,,,,
"Freedom Train",,6093,6152,1,"5th grade classroom","[B] Tub",,Missing,,,,
"Freedom Train",,6152,6211,1,"5th grade classroom","[B] Tub",,,,,,
"Freedom Train",,6153,6212,1,"5th grade classroom","[B] Tub",,,,,,
"Freedom Train",,6154,6213,1,"5th grade classroom","[B] Tub",,,,,,
"Freedom Train",,6155,6214,1,"5th grade classroom","[B] Tub",,,,,,
"Freedom Train",,6156,6215,1,"5th grade classroom","[B] Tub",,Missing,,,,
"Freedom Train",,6157,6216,1,"5th grade classroom","[B] Tub",,,,,,
"Freedom Train",,6158,6217,1,"5th grade classroom","[B] Tub",,,,,,
"Freedom Train",,6159,6218,1,"5th grade classroom","[B] Tub",,Missing,,,,
"Freedom Train",,6581,6643,1,"5th grade classroom","[B] Tub",,,,,,
"Freedom Train",,6582,6644,1,"5th grade classroom","[B] Tub",,,,,,
"Freedom Train",,6583,6645,1,"5th grade classroom","[B] Tub",,Missing,,,,
"Freedom Train",,9577,9674,1,"5th grade classroom","[B] Tub",,,,,,
"Harriet Tubman,","Winders, Gertrude Hecker.",9166,9256,1,Biographies,"[B] Tub",,,,,,
"A picture book of Harriet Tubman /","Adler, David A.",10230,10329,1,Biographies,"B Tub",,,,,,
"Harriet Tubman","Grant, Matthew G.",3081,3119,1,Biographies,"B Tub",,,,,,
"Harriet Tubman--the road to freedom","Bains, Rae.",3059,3097,1,Biographies,"B Tub",,,,,,
"Harriet Tubman--the road to freedom","Bains, Rae.",3060,3098,1,Biographies,"B Tub",,,,,,
"A brilliant streak :","Lasky, Kathryn.",7811,7888,1,Biographies,"[B] Twain",,,,,,
"The Ursulines, Nuns of Adventure;","Kane, Harnett T.",2414,2448,1,"Saints and Holy People","B Urs",,,,,,
"The Ursulines, Nuns of Adventure;","Kane, Harnett T.",2415,2449,1,"Saints and Holy People","B Urs",,,,,,
"Yankee Spy, Elizabeth Van Lew.","Nolan, Jeannette Covert,",4532,4586,1,Biographies,"[B] VanLew",,,,,,
"The Cure of Ars",,2373,2407,1,"Saints and Holy People","B Via",,,,,,
"The Cure of Ars",,2374,2408,1,"Saints and Holy People","B Via",,,,,,
"The Cure of Ars",,2375,2409,1,"Saints and Holy People","B Via",,,,,,
"The Cure of Ars",,2376,2410,1,"Saints and Holy People","B Via",,,,,,
"The Cure of Ars;","Lomask, Milton.",2371,2405,1,"Saints and Holy People","B Via",,,,,,
"The Cure of Ars;","Lomask, Milton.",2372,2406,1,"Saints and Holy People","B Via",,,,,,
"Fire is his Name;","Lomupo, Robert. [from old catalog]",2365,2399,1,"Saints and Holy People","B Vin",,,,,,
"The King's Trumpeter;","Muller, Gerald Francis,",2366,2400,1,"Saints and Holy People","B Vin",,,,,,
"Vincent de Paul, Saint of Charity ","Hubbard, Margaret Ann,",2416,2450,1,"Saints and Holy People","B Vin",,,,,,
"Frances Warde and the First Sisters of Mercy",,2295,2328,1,"Saints and Holy People","B War",,,,,,
"Frances Warde and the First Sisters of Mercy",,2363,2397,1,"Saints and Holy People","B War",,,,,,
"Frances Warde and the First Sisters of Mercy",,2364,2398,1,"Saints and Holy People","B War",,,,,,
"Booker T. Washington, Ambitious Boy.","Stevenson, Augusta.",3033,3071,1,Biographies,"[B] Was",,,,,,
"Up from Slavery","Washington, Booker T.,",3053,3091,1,Biographies,"[B] Was",,,,,,
"Booker T. Washington","Wise, William,",3000,3038,1,Biographies,"B Was",,,,,,
"George Washington and the Making of a Nation,","Cunliffe, Marcus.",2575,2611,1,Biographies,"B Was",,,,,,
"George Washington Carver","Driscoll, Laura.",3562,3602,1,Biographies,"B Was",,,,,,
"Meet George Washington.","Heilbroner, Joan.",3085,3123,1,Biographies,"B Was",,,,,,
"Meet George Washington.","Heilbroner, Joan.",11774,11885,1,Biographies,"B Was",,,,,,
"The Adventures of George Washington.","Davidson, Margaret, aka Mickie Davidson",3082,3120,1,Biographies,"B Was",,,,,,
"The Adventures of George Washington.","Davidson, Margaret, aka Mickie Davidson",8968,9052,1,Biographies,"B Was",,,,,,
"Washington's lady.","Thane, Elswyth,",11156,11264,1,Biographies,"B Was",,,,,,
"The Story of Junípero Serra, Brave Adventurer","White, Florence Meiman,",2077,2107,1,"Staff Use","[B] Whi",,,,,,
"The Story of Laura Ingalls Wilder, Pioneer Girl","Stine, Megan.",3560,3600,1,Biographies,"B Wil",,,,,,
"Lolek :","Hoffman, Mary Hramiec.",7330,7395,1,"Saints and Holy People","B Woy",,,,,,
"Secrets from the rocks :","Marrin, Albert.",8862,8946,1,Biographies,[B]Andrews,,,,,,
"One giant leap :","Brown, Don,",7938,8015,1,Biographies,[b]Arm,,,,,,
"Sebastian :","Winter, Jeanette.",7939,8016,1,Biographies,[B]Bach,,,,,,
"The librarian of Basra :","Winter, Jeanette.",7941,8018,1,Biographies,[b]Bak,,,,,,
"Saint Benedict Joseph Labre;","La Gorce, Agnès de.",8051,8129,1,"Saints and Holy People",[B]Ben,,,,,,
"Bernadette, Our Lady's little servant.","Pauli, Hertha,",8061,8140,1,"Saints and Holy People",[B]Ber,,,,,,
"A picture book of Louis Braille /","Adler, David A.",8343,8425,1,Biographies,[B]Braille,,,,,,
"Mother Cabrini","Keyes, Frances Parkinson,",8289,8369,1,"Saints and Holy People",[B]Cab,,,,,,
"Mother Cabrini /",,8106,8186,1,"Saints and Holy People",[B]Cab,,,,,,
"Cartier :","Blashfield, Jean F.",8822,8906,1,Biographies,[B]Cartier,,,,,,
"A picture book of George Washington Carver /","Adler, David A.",8821,8905,1,Biographies,[B]Carver,,,,,,
"Winston Churchill and the story of two World Wars.","Coolidge, Olivia E.",8816,8900,1,Biographies,[B]CHU,,,,,,
"A picture book of Christopher Columbus /","Adler, David A.",8340,8422,1,Biographies,[B]Columbus,,,,,,
"Coronado :","Doak, Robin S.",8818,8902,1,Biographies,[B]Coronado,,,,,,
"Father Damien and the bells,","Sheehan, Arthur.",8063,8142,1,"Saints and Holy People",[B]Dam,,,,,,
"Ahead of the crowd;",,8100,8179,1,"Saints and Holy People",[B]Dom,,,,,,
"Saint Dominic and the Rosary","Beebe, Catherine,",8060,8138,1,"Saints and Holy People",[B]Dom,,,,,,
"A picture book of Frederick Douglass /","Adler, David A.",8341,8423,1,Biographies,[B]Douglass,,,,,,
"Amelia Earhart :","Sabin, Francene.",8863,8947,1,Biographies,[B]E,,,,,,
"George Eastman /","Holmes, Burnham,",8819,8903,1,Biographies,[B]EAS,,,,,,
"A picture book of Thomas Alva Edison /","Adler, David A.",8342,8424,1,Biographies,[B]Edison,,,,,,
"A picture book of Dwight David Eisenhower /","Adler, David A.",8820,8904,1,Biographies,[B]EISENHOWER,,,,,,
"Francis, the poor man of Assisi /","DePaola, Tomie,",8279,8359,1,"Saints and Holy People",[B]F,,,,,,
"Our Lady came to Fatima","Hume, Ruth Fox,",8053,8131,1,"Saints and Holy People",[B]Fat,,,,,,
"Our Lady came to Fatima","Hume, Ruth Fox,",8068,8147,1,"Saints and Holy People",[B]Fat,,,,,,
"Frontier priest and Congressman:","Alois,",8081,8160,1,"Saints and Holy People",[B]Gab,,,,,,
"Something for God :","Lyons, Francis X.",8064,8144,1,"Saints and Holy People",[B]Gon,,,,,,
"The dinosaurs of Waterhouse Hawkins :","Kerley, Barbara.",8090,8169,1,Biographies,[b]Haw,,,,,,
"Alfred the Great /","Abbott, Jacob,",8431,8512,1,Biographies,"[Bio] Alf",,,,,,
"Clara Barton, Founder of the American Red Cross","Boylston, Helen (Dore)",3649,3690,1,Biographies,"Bio Bar",,,,,,
"Big Bear's Book by Himself","Bjork, Christina",7138,7203,1,Biographies,"[Bio] Bjork",,,,,,
"Good brother, bad brother : the story of Edwin Booth and John Wilkes Booth","Giblin, James.",7054,7117,1,Biographies,"Bio Booth",,,,,,
"Saint John Bosco","Forbes, Frances Alice Monica,",3112,3150,1,"Saints and Holy People","[Bio] Bosco",,,,,,
"Out of Darkness :","Freedman, Russell.",4617,4671,1,Biographies,"Bio Braille",,,,,,
"Out of Darkness :","Freedman, Russell.",8817,8901,1,Biographies,"Bio Braille",,,,,,
"Shark Lady ","McGovern, Ann.",4944,5000,1,Biographies,"Bio Clark",,,,,,
"Meet Christopher Columbus ","De Kay, James T.",6033,6092,1,"Staff Use","[Bio] Col",,,,,,
"Meet Christopher Columbus ","De Kay, James T.",6034,6093,1,"Staff Use","[Bio] Col",,,,,,
"Meet Christopher Columbus ","De Kay, James T.",6035,6094,1,"Staff Use","[Bio] Col",,,,,,
"Meet Christopher Columbus ","De Kay, James T.",6036,6095,1,"Staff Use","[Bio] Col",,,,,,
"Meet Christopher Columbus ","De Kay, James T.",6037,6096,1,"Staff Use","[Bio] Col",,,,,,
"Meet Christopher Columbus ","De Kay, James T.",6038,6097,1,Biographies,"[Bio] Col",,,,,,
"Custer's Last Stand","Reynolds, Quentin James,",3646,3687,1,Biographies,"Bio Cus",,,,,,
"Charles Dickens :","Stanley, Diane.",7935,8012,1,Biographies,"[bio] Dic",,,,,,
"Thomas Alva Edison, Miracle Maker","Kaufman, Mervyn D.",6650,6712,1,Biographies,"[Bio] Edison",,,,,,
"Thomas Alva Edison, Miracle Maker","Kaufman, Mervyn D.",6658,6720,1,Biographies,"[Bio] Edison",,,,,,
"Genius :","Delano, Marfe Ferguson.",7934,8011,1,Biographies,"[bio] ein",,,,,,
"Albert Einstein /","Lepscky, Ibi.",11806,11917,1,Biographies,"Bio Einstein",,,,,,
"Elizabeth I /","Abbott, Jacob,",8432,8513,1,Biographies,"[Bio] Eliz",,,,,,
"Michael Faraday, Apprentice to Science","Epstein, Sam,",6145,6204,1,Biographies,"Bio Faraday",,,,,,
"A picture book of Florence Nightingale /","Adler, David A.",7920,7997,1,Biographies,"[Bio] Flo",,,,,,
"A picture book of Anne Frank /","Adler, David A.",8810,8894,1,Biographies,"Bio Frank",,,,,,
"Lou Gehrig :","Adler, David A.",9402,9496,1,Biographies,"Bio Gehrig",,,,,,
"Diary of a little girl in old New York,","Havens, Catherine Elizabeth. [from old catalog]",9401,9495,1,Biographies,"Bio Hav",,,,,,
"St. Helena and the True Cross.","De Wohl, Louis,",8041,8119,1,"Saints and Holy People","[Bio] hel",,,,,,
"The helmet of Navarre.","Wilkinson, Burke,",7927,8004,1,Biographies,"[Bio] Hen",,,,,,
"Kids at work :","Freedman, Russell.",9405,9499,1,Biographies,"Bio Hine",,,,,,
"Sam Houston /","Gleiter, Jan,",8426,8507,1,Biographies,"[Bio] Hou",,,,,,
"Make Way for Sam Houston ","Fritz, Jean.",5919,5978,1,Biographies,"Bio Hou",,,,,,
"Isabella of Castile :","Burch, Joann Johansen.",8425,8506,1,Biographies,"[Bio] Isabella",,,,,,
"Pauline Jaricot","Windeatt, Mary Fabyan,",6017,6076,1,"Saints and Holy People","[Bio] Jar",,,,,,
"Thomas Jefferson ","Bruns, Roger A.,",7163,7228,1,Biographies,"[Bio] Jefferson",,,,,,
"Isaac Johnson :","Marston, Hope Irvin.",6144,6203,1,Biographies,"Bio Johnson",,,,,,
"Kateri Tekakwitha :","Brown, Evelyn M.",1529,1553,1,"Saints and Holy People","Bio Kateri",,,,,,
"Kateri Tekakwitha :","Brown, Evelyn M.",2212,2245,1,"Saints and Holy People","Bio Kateri",,,,,,
"Lives of the Musicians","Krull, Kathleen.",4752,4806,1,Biographies,"Bio Kru",,,,,,
"Abraham Lincoln, friend of the people.","Judson, Clara Ingram,",9183,9273,1,Biographies,"[Bio] Lin",,,,,,
"If You Grew Up with Abraham Lincoln","McGovern, Ann.",5744,5803,1,Biographies,"[Bio] Lincoln",,,,,,
"If You Grew Up with Abraham Lincoln","McGovern, Ann.",6210,6270,1,Biographies,"[Bio] Lincoln",,,,,,
"Saint louis and the last crusade /","Hubbard, Margaret Ann.",8036,8114,1,"Jr. Catholic","[Bio] Lou",,,,,,
"Isaac Newton: scientific genius,","Schultz, Pearle Henriksen.",9275,9367,1,Biographies,"[Bio] New",,,,,,
"Saint Nicholas :","Stiegemeyer, Julie.",2499,2535,1,"Saints and Holy People","Bio Nic",,,,,,
"Saint Nicholas and the nine gold coins /","Forest, Jim",9306,9399,1,,"[bio] Nicholas",,,,,,
"Peter and Paul;","Thompson, Blanche Jennings,",8152,8232,1,"Saints and Holy People","[Bio] P",,,,,,
Rosa,"Giovanni, Nikki",9403,9497,1,Biographies,"Bio Par",,,,,,
"Patrick ","DePaola, Tomie,",3132,3170,1,"Saints and Holy People","[Bio] Pat",,,,,,
"Saint Patrick","Lovasik, Lawrence",3131,3169,1,"Saints and Holy People","[Bio] Pat",,,,,,
"Saint Patrick","Lovasik, Lawrence",8022,8100,1,"Saints and Holy People","[Bio] Pat",,,,,,
"Saint Paul the Apostle","Windeatt, Mary Fabyan,",857,865,1,"Saints and Holy People","[Bio] Pau",,,,,,
"Saint Paul the Apostle","Windeatt, Mary Fabyan,",858,866,1,"Saints and Holy People","[Bio] Pau",,,,,,
"Saint Paul the Apostle","Windeatt, Mary Fabyan,",859,867,1,"Saints and Holy People","[Bio] Pau",,,,,,
"Saint Paul the Apostle","Windeatt, Mary Fabyan,",6476,6538,1,"Saints and Holy People","[Bio] Pau",,,,,,
"Marco Polo;","Komroff, Manuel,",8429,8510,1,Biographies,"[Bio] Polo",,,,,,
"Paul Revere","Saxon, Gladys Relyea.",8973,9057,1,Biographies,"[Bio] Rev",,,,,,
"Bully for you, Teddy Roosevelt! /","Fritz, Jean.",8797,8881,1,Biographies,"Bio Roosevel T",,,,,,
"Sacagawea /","Gleiter, Jan,",7664,7739,1,Biographies,"[Bio] Sac",,,,,,
"Junípero Serra :","Schumacher, Tyler.",8908,8992,1,Biographies,"[Bio] ser",,,,,,
"Squanto and the Pilgrims","Anderson, A. M.",2323,2357,1,Biographies,"Bio Squanto",,,,,,
"Squanto, Friend of the Pilgrims","Bulla, Clyde Robert.",2322,2356,1,Biographies,"Bio Squanto",,,,,,
